2026-01-19 08:57:02,468 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators']
2026-01-19 08:57:02,606 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub']
2026-01-19 08:57:02,608 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub', 'start']
2026-01-19 08:57:02,840 DEBUG    root            On GCE from disk cache: False
2026-01-19 08:57:02,841 DEBUG    root            Running [gcloud.beta.emulators.pubsub.start] with arguments: [--host-port: "<googlecloudsdk.calliope.arg_parsers.HostPort object at 0x7ffffc7b4830>"]
2026-01-19 08:57:02,842 DEBUG    root            Found Cloud SDK root: /google-cloud-sdk
2026-01-19 08:57:02,842 INFO     ___FILE_ONLY___ Executing: /google-cloud-sdk/platform/pubsub-emulator/bin/cloud-pubsub-emulator --host=0.0.0.0 --port=8085

2026-01-19 08:57:02,847 DEBUG    root            Chosen display Format:yaml
2026-01-19 08:57:03,477 INFO     ___FILE_ONLY___ [pubsub] This is the Google Pub/Sub fake.

2026-01-19 08:57:03,478 INFO     ___FILE_ONLY___ [pubsub] Implementation may be incomplete or differ from the real system.

2026-01-19 08:57:03,600 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 8:57:03 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 08:57:03,600 INFO     ___FILE_ONLY___ [pubsub] INFO: IAM integration is disabled. IAM policy methods and ACL checks are not supported

2026-01-19 08:57:03,840 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): No SLF4J providers were found.

2026-01-19 08:57:03,841 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): Defaulting to no-operation (NOP) logger implementation

2026-01-19 08:57:03,841 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): See https://www.slf4j.org/codes.html#noProviders for further details.

2026-01-19 08:57:04,338 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 8:57:04 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 08:57:04,338 INFO     ___FILE_ONLY___ [pubsub] INFO: Server started, listening on 8085

2026-01-19 08:57:05,209 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 8:57:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 08:57:05,210 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 08:57:05,539 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 8:57:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 08:57:05,541 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 08:57:05,940 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 8:57:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 08:57:05,941 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 08:57:06,096 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 8:57:06 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 08:57:06,099 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

