2026-01-19 10:09:39,743 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators']
2026-01-19 10:09:39,861 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub']
2026-01-19 10:09:39,863 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub', 'start']
2026-01-19 10:09:40,073 DEBUG    root            On GCE from disk cache: False
2026-01-19 10:09:40,075 DEBUG    root            Running [gcloud.beta.emulators.pubsub.start] with arguments: [--host-port: "<googlecloudsdk.calliope.arg_parsers.HostPort object at 0x7ffffc7b4830>"]
2026-01-19 10:09:40,076 DEBUG    root            Found Cloud SDK root: /google-cloud-sdk
2026-01-19 10:09:40,076 INFO     ___FILE_ONLY___ Executing: /google-cloud-sdk/platform/pubsub-emulator/bin/cloud-pubsub-emulator --host=0.0.0.0 --port=8085

2026-01-19 10:09:40,080 DEBUG    root            Chosen display Format:yaml
2026-01-19 10:09:40,681 INFO     ___FILE_ONLY___ [pubsub] This is the Google Pub/Sub fake.

2026-01-19 10:09:40,682 INFO     ___FILE_ONLY___ [pubsub] Implementation may be incomplete or differ from the real system.

2026-01-19 10:09:40,819 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:40 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 10:09:40,820 INFO     ___FILE_ONLY___ [pubsub] INFO: IAM integration is disabled. IAM policy methods and ACL checks are not supported

2026-01-19 10:09:41,022 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): No SLF4J providers were found.

2026-01-19 10:09:41,022 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): Defaulting to no-operation (NOP) logger implementation

2026-01-19 10:09:41,023 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): See https://www.slf4j.org/codes.html#noProviders for further details.

2026-01-19 10:09:41,484 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:41 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 10:09:41,485 INFO     ___FILE_ONLY___ [pubsub] INFO: Server started, listening on 8085

2026-01-19 10:09:41,679 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:41 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:09:41,680 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:09:41,680 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:41 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:09:41,681 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:09:41,850 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:41 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:09:41,851 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:09:41,902 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:41 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:09:41,903 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:09:42,136 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:42 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:09:42,137 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:09:42,199 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:42 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:09:42,199 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:09:42,579 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:42 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:09:42,581 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:09:43,135 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:09:43 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:09:43,135 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

