2026-01-19 09:10:09,230 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators']
2026-01-19 09:10:09,350 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub']
2026-01-19 09:10:09,351 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub', 'start']
2026-01-19 09:10:09,581 DEBUG    root            On GCE from disk cache: False
2026-01-19 09:10:09,582 DEBUG    root            Running [gcloud.beta.emulators.pubsub.start] with arguments: [--host-port: "<googlecloudsdk.calliope.arg_parsers.HostPort object at 0x7ffffc7b4830>"]
2026-01-19 09:10:09,583 DEBUG    root            Found Cloud SDK root: /google-cloud-sdk
2026-01-19 09:10:09,583 INFO     ___FILE_ONLY___ Executing: /google-cloud-sdk/platform/pubsub-emulator/bin/cloud-pubsub-emulator --host=0.0.0.0 --port=8085

2026-01-19 09:10:09,588 DEBUG    root            Chosen display Format:yaml
2026-01-19 09:10:10,229 INFO     ___FILE_ONLY___ [pubsub] This is the Google Pub/Sub fake.

2026-01-19 09:10:10,231 INFO     ___FILE_ONLY___ [pubsub] Implementation may be incomplete or differ from the real system.

2026-01-19 09:10:10,365 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:10:10 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 09:10:10,366 INFO     ___FILE_ONLY___ [pubsub] INFO: IAM integration is disabled. IAM policy methods and ACL checks are not supported

2026-01-19 09:10:10,573 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): No SLF4J providers were found.

2026-01-19 09:10:10,573 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): Defaulting to no-operation (NOP) logger implementation

2026-01-19 09:10:10,574 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): See https://www.slf4j.org/codes.html#noProviders for further details.

2026-01-19 09:10:11,037 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:10:11 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 09:10:11,038 INFO     ___FILE_ONLY___ [pubsub] INFO: Server started, listening on 8085

2026-01-19 09:10:11,964 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:10:11 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:10:11,964 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:10:12,500 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:10:12 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:10:12,501 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:10:12,886 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:10:12 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:10:12,887 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:10:12,939 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:10:12 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:10:12,939 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

