2026-01-19 10:08:47,096 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators']
2026-01-19 10:08:47,239 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub']
2026-01-19 10:08:47,241 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub', 'start']
2026-01-19 10:08:47,461 DEBUG    root            On GCE from disk cache: False
2026-01-19 10:08:47,462 DEBUG    root            Running [gcloud.beta.emulators.pubsub.start] with arguments: [--host-port: "<googlecloudsdk.calliope.arg_parsers.HostPort object at 0x7ffffc7b4830>"]
2026-01-19 10:08:47,463 DEBUG    root            Found Cloud SDK root: /google-cloud-sdk
2026-01-19 10:08:47,463 INFO     ___FILE_ONLY___ Executing: /google-cloud-sdk/platform/pubsub-emulator/bin/cloud-pubsub-emulator --host=0.0.0.0 --port=8085

2026-01-19 10:08:47,467 DEBUG    root            Chosen display Format:yaml
2026-01-19 10:08:47,979 INFO     ___FILE_ONLY___ [pubsub] This is the Google Pub/Sub fake.

2026-01-19 10:08:47,980 INFO     ___FILE_ONLY___ [pubsub] Implementation may be incomplete or differ from the real system.

2026-01-19 10:08:48,093 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:08:47 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 10:08:48,095 INFO     ___FILE_ONLY___ [pubsub] INFO: IAM integration is disabled. IAM policy methods and ACL checks are not supported

2026-01-19 10:08:48,358 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): No SLF4J providers were found.

2026-01-19 10:08:48,358 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): Defaulting to no-operation (NOP) logger implementation

2026-01-19 10:08:48,359 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): See https://www.slf4j.org/codes.html#noProviders for further details.

2026-01-19 10:08:48,901 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:08:48 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 10:08:48,902 INFO     ___FILE_ONLY___ [pubsub] INFO: Server started, listening on 8085

2026-01-19 10:08:50,214 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:08:50 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:08:50,215 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:08:50,385 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:08:50 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:08:50,385 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:08:50,389 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:08:50 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:08:50,389 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 10:08:50,403 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 10:08:50 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 10:08:50,404 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

