2026-01-19 09:56:13,991 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators']
2026-01-19 09:56:14,133 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub']
2026-01-19 09:56:14,135 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub', 'start']
2026-01-19 09:56:14,341 DEBUG    root            On GCE from disk cache: False
2026-01-19 09:56:14,343 DEBUG    root            Running [gcloud.beta.emulators.pubsub.start] with arguments: [--host-port: "<googlecloudsdk.calliope.arg_parsers.HostPort object at 0x7ffffc7b4830>"]
2026-01-19 09:56:14,343 DEBUG    root            Found Cloud SDK root: /google-cloud-sdk
2026-01-19 09:56:14,343 INFO     ___FILE_ONLY___ Executing: /google-cloud-sdk/platform/pubsub-emulator/bin/cloud-pubsub-emulator --host=0.0.0.0 --port=8085

2026-01-19 09:56:14,347 DEBUG    root            Chosen display Format:yaml
2026-01-19 09:56:14,845 INFO     ___FILE_ONLY___ [pubsub] This is the Google Pub/Sub fake.

2026-01-19 09:56:14,845 INFO     ___FILE_ONLY___ [pubsub] Implementation may be incomplete or differ from the real system.

2026-01-19 09:56:14,944 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:14 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 09:56:14,946 INFO     ___FILE_ONLY___ [pubsub] INFO: IAM integration is disabled. IAM policy methods and ACL checks are not supported

2026-01-19 09:56:15,230 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): No SLF4J providers were found.

2026-01-19 09:56:15,231 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): Defaulting to no-operation (NOP) logger implementation

2026-01-19 09:56:15,231 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): See https://www.slf4j.org/codes.html#noProviders for further details.

2026-01-19 09:56:15,753 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:15 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 09:56:15,754 INFO     ___FILE_ONLY___ [pubsub] INFO: Server started, listening on 8085

2026-01-19 09:56:17,161 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:17 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:56:17,161 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:56:17,352 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:17 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:56:17,352 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:56:17,486 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:17 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:56:17,487 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:56:17,947 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:17 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:56:17,948 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:56:29,573 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:56:29,573 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:56:29,611 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:56:29,612 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

2026-01-19 09:56:29,612 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:56:29,613 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: User-Agent

2026-01-19 09:56:29,613 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:56:29,613 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Accept

2026-01-19 09:56:29,614 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:56:29,614 INFO     ___FILE_ONLY___ [pubsub] INFO: Not forwarding key: content-length

2026-01-19 09:56:29,733 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:56:29,733 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:56:29,767 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.netty.HttpHandler$1 onError

2026-01-19 09:56:29,767 INFO     ___FILE_ONLY___ [pubsub] INFO: Exception when handling request: NOT_FOUND: Topic not found

2026-01-19 09:56:29,799 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:56:29,799 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:56:29,814 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:56:29 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:56:29,814 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

