2026-01-19 09:43:57,334 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators']
2026-01-19 09:43:57,470 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub']
2026-01-19 09:43:57,472 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub', 'start']
2026-01-19 09:43:57,722 DEBUG    root            On GCE from disk cache: False
2026-01-19 09:43:57,724 DEBUG    root            Running [gcloud.beta.emulators.pubsub.start] with arguments: [--host-port: "<googlecloudsdk.calliope.arg_parsers.HostPort object at 0x7ffffc7b4830>"]
2026-01-19 09:43:57,724 DEBUG    root            Found Cloud SDK root: /google-cloud-sdk
2026-01-19 09:43:57,724 INFO     ___FILE_ONLY___ Executing: /google-cloud-sdk/platform/pubsub-emulator/bin/cloud-pubsub-emulator --host=0.0.0.0 --port=8085

2026-01-19 09:43:57,729 DEBUG    root            Chosen display Format:yaml
2026-01-19 09:43:58,329 INFO     ___FILE_ONLY___ [pubsub] This is the Google Pub/Sub fake.

2026-01-19 09:43:58,332 INFO     ___FILE_ONLY___ [pubsub] Implementation may be incomplete or differ from the real system.

2026-01-19 09:43:58,445 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:43:58 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 09:43:58,446 INFO     ___FILE_ONLY___ [pubsub] INFO: IAM integration is disabled. IAM policy methods and ACL checks are not supported

2026-01-19 09:43:58,714 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): No SLF4J providers were found.

2026-01-19 09:43:58,716 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): Defaulting to no-operation (NOP) logger implementation

2026-01-19 09:43:58,717 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): See https://www.slf4j.org/codes.html#noProviders for further details.

2026-01-19 09:43:59,261 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:43:59 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 09:43:59,261 INFO     ___FILE_ONLY___ [pubsub] INFO: Server started, listening on 8085

2026-01-19 09:44:00,616 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:00 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:44:00,616 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:44:00,617 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:00 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:44:00,617 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:44:00,788 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:00 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:44:00,788 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:44:00,861 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:00 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:44:00,861 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:44:22,780 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:44:22,781 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:44:22,819 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:22,819 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

2026-01-19 09:44:22,820 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:22,820 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: User-Agent

2026-01-19 09:44:22,820 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:22,821 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Accept

2026-01-19 09:44:22,821 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:22,822 INFO     ___FILE_ONLY___ [pubsub] INFO: Not forwarding key: content-length

2026-01-19 09:44:22,935 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:44:22,935 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:44:22,963 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.netty.HttpHandler$1 onError

2026-01-19 09:44:22,964 INFO     ___FILE_ONLY___ [pubsub] INFO: Exception when handling request: NOT_FOUND: Topic not found

2026-01-19 09:44:22,987 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:44:22,987 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:44:22,999 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:22,999 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

2026-01-19 09:44:22,999 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:23,000 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: User-Agent

2026-01-19 09:44:23,000 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:22 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:23,000 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Accept

2026-01-19 09:44:23,001 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:23 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:23,001 INFO     ___FILE_ONLY___ [pubsub] INFO: Not forwarding key: content-length

2026-01-19 09:44:23,083 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:23 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:44:23,084 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:44:23,087 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:23 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:23,089 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

2026-01-19 09:44:23,090 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:23 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:23,090 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: User-Agent

2026-01-19 09:44:23,090 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:23 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:23,091 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Accept

2026-01-19 09:44:23,091 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:23 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:44:23,091 INFO     ___FILE_ONLY___ [pubsub] INFO: Not forwarding key: content-length

2026-01-19 09:44:23,098 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:44:23 AM io.gapi.emulators.netty.HttpHandler$1 onError

2026-01-19 09:44:23,098 INFO     ___FILE_ONLY___ [pubsub] INFO: Exception when handling request: NOT_FOUND: Topic not found

