2026-01-19 09:47:02,054 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators']
2026-01-19 09:47:02,183 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub']
2026-01-19 09:47:02,185 DEBUG    root            Loaded Command Group: ['gcloud', 'beta', 'emulators', 'pubsub', 'start']
2026-01-19 09:47:02,412 DEBUG    root            Failed to check metadata server: <urlopen error [Errno -2] Name or service not known>
2026-01-19 09:47:02,412 DEBUG    root            On GCE from server: False
2026-01-19 09:47:02,415 DEBUG    root            Running [gcloud.beta.emulators.pubsub.start] with arguments: [--host-port: "<googlecloudsdk.calliope.arg_parsers.HostPort object at 0x7ffffc7b4830>"]
2026-01-19 09:47:02,415 DEBUG    root            Found Cloud SDK root: /google-cloud-sdk
2026-01-19 09:47:02,416 INFO     ___FILE_ONLY___ Executing: /google-cloud-sdk/platform/pubsub-emulator/bin/cloud-pubsub-emulator --host=0.0.0.0 --port=8085

2026-01-19 09:47:02,419 DEBUG    root            Chosen display Format:yaml
2026-01-19 09:47:03,009 INFO     ___FILE_ONLY___ [pubsub] This is the Google Pub/Sub fake.

2026-01-19 09:47:03,010 INFO     ___FILE_ONLY___ [pubsub] Implementation may be incomplete or differ from the real system.

2026-01-19 09:47:03,139 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:03 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 09:47:03,140 INFO     ___FILE_ONLY___ [pubsub] INFO: IAM integration is disabled. IAM policy methods and ACL checks are not supported

2026-01-19 09:47:03,306 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): No SLF4J providers were found.

2026-01-19 09:47:03,307 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): Defaulting to no-operation (NOP) logger implementation

2026-01-19 09:47:03,307 INFO     ___FILE_ONLY___ [pubsub] SLF4J(W): See https://www.slf4j.org/codes.html#noProviders for further details.

2026-01-19 09:47:03,741 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:03 AM com.google.cloud.pubsub.testing.v1.Main main

2026-01-19 09:47:03,742 INFO     ___FILE_ONLY___ [pubsub] INFO: Server started, listening on 8085

2026-01-19 09:47:05,159 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,160 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:47:05,180 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,182 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

2026-01-19 09:47:05,182 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,183 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: User-Agent

2026-01-19 09:47:05,183 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,183 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Accept

2026-01-19 09:47:05,184 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,184 INFO     ___FILE_ONLY___ [pubsub] INFO: Not forwarding key: content-length

2026-01-19 09:47:05,219 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,219 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:47:05,348 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,349 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:47:05,354 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,354 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:47:05,392 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,393 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:47:05,513 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,513 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected HTTP/2 connection.

2026-01-19 09:47:05,560 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpHandler$1 onError

2026-01-19 09:47:05,560 INFO     ___FILE_ONLY___ [pubsub] INFO: Exception when handling request: NOT_FOUND: Topic not found

2026-01-19 09:47:05,590 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,590 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:47:05,602 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,603 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

2026-01-19 09:47:05,603 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,603 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: User-Agent

2026-01-19 09:47:05,603 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,604 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Accept

2026-01-19 09:47:05,604 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,605 INFO     ___FILE_ONLY___ [pubsub] INFO: Not forwarding key: content-length

2026-01-19 09:47:05,680 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,680 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:47:05,683 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,683 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

2026-01-19 09:47:05,683 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,684 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: User-Agent

2026-01-19 09:47:05,684 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,684 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Accept

2026-01-19 09:47:05,685 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,685 INFO     ___FILE_ONLY___ [pubsub] INFO: Not forwarding key: content-length

2026-01-19 09:47:05,690 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpHandler$1 onError

2026-01-19 09:47:05,690 INFO     ___FILE_ONLY___ [pubsub] INFO: Exception when handling request: NOT_FOUND: Topic not found

2026-01-19 09:47:05,708 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.netty.HttpVersionRoutingHandler channelRead

2026-01-19 09:47:05,709 INFO     ___FILE_ONLY___ [pubsub] INFO: Detected non-HTTP/2 connection.

2026-01-19 09:47:05,710 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

2026-01-19 09:47:05,711 INFO     ___FILE_ONLY___ [pubsub] INFO: Forwarding key: Host

2026-01-19 09:47:05,711 INFO     ___FILE_ONLY___ [pubsub] Jan 19, 2026 9:47:05 AM io.gapi.emulators.grpc.HttpAdapter$StubMethodHandler handle

